pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,st_age,rastr,ra,decstr,dec,sy_dist,sy_bmag,sy_vmag,hwc
TOI-257 b,TOI-257,1,1,1,Transit,2021,18.38818,0.1528,7.163,0.639,43.86032,0.138,Mass,0.0,186.0,1027.0,,6095.0,1.87,1.41,0.175,[Fe/H],4.04,,03h10m04.14s,47.5172608,-50d49m56.15s,-50.8322632,76.9028,8.159,7.57,0
TOI-2570 b,TOI-2570,1,1,1,Transit,2022,2.9887615,0.04145,13.641,1.217,260.61929,0.82,Mass,0.0,699.0,1431.0,,5771.0,1.09,1.06,0.191,[Fe/H],4.38,4.4,05h48m45.13s,87.1880397,+32d05m02.56s,32.0840435,361.857,13.366,12.569,0
TOI-2583 A b,TOI-2583 A,1,2,1,Transit,2023,4.5207265,0.0571,14.46,1.29,79.4571,0.25,Mass,0.0,750.9,1456.0,,5936.0,1.48,1.22,0.158,[Fe/H],4.18,4.4,18h09m04.09s,272.2670293,+45d20m12.84s,45.3368996,566.189,13.095,12.586,0
TOI-2587 A b,TOI-2587 A,1,2,1,Transit,2023,5.45664,0.0635,12.072,1.077,69.28659,0.218,Mass,0.0,728.0,1445.0,,5760.0,1.73,1.15,0.13,[Fe/H],4.02,6.7,07h43m43.61s,115.9317105,-01d04m24.00s,-1.073333,373.675,12.136,11.544,0
TOI-2589 b,TOI-2589,1,1,1,Transit,2023,61.6277,0.3,12.106,1.08,1112.39942,3.5,Mass,0.522,,592.0,,5579.0,1.07,0.93,0.12,[Fe/H],4.35,11.0,07h09m57.16s,107.4881501,-37d13m51.41s,-37.230948,200.273,11.904,11.415,0
TOI-262 b,TOI-262,1,1,1,Transit,2023,11.14529,0.163,2.07,0.185,,,,,,584.0,K0 V,5310.0,0.85,0.91,0.26,[Fe/H],4.54,0.8,02h10m08.32s,32.534687,-31d04m14.26s,-31.0706272,43.932,9.712,8.91,0
TOI-2641 b,TOI-2641,1,1,1,Transit,2023,4.880974,0.0607,18.103,1.615,122.68177,0.386,Mass,0.18,602.0,1387.0,F9 V,6100.0,1.34,1.16,-0.15,[Fe/H],4.2,10.8,11h24m31.29s,171.1303716,-42d43m55.70s,-42.7321394,344.045,12.023,11.693,0
TOI-2669 b,TOI-2669,1,1,1,Transit,2022,6.2034,,19.728,1.76,193.87533,0.61,Mass,0.09,,,,4800.0,4.1,1.19,0.1,[Fe/H],3.29,5.9,08h58m53.43s,134.7226445,-13d18m45.29s,-13.3125792,393.443,12.0,10.916,0
TOI-269 b,TOI-269,1,1,1,Transit,2021,3.6977104,0.0345,2.77,0.247,8.8,0.02769,Mass,0.425,19.0,531.0,M2 V,3514.0,0.4,0.39,-0.29,[Fe/H],4.83,,05h03m23.11s,75.8462827,-54d10m39.80s,-54.1777213,57.0225,15.985,14.37,0
TOI-270 b,TOI-270,1,1,3,Transit,2019,3.3601538,0.03197,1.206,0.108,1.58,0.00497,Mass,0.034,,581.0,M,3506.0,0.38,0.39,-0.2,[Fe/H],4.87,,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,14.194,12.603,0
TOI-270 c,TOI-270,1,1,3,Transit,2019,5.6605731,0.04526,2.355,0.21,6.15,0.01935,Mass,0.027,,488.0,M,3506.0,0.38,0.39,-0.2,[Fe/H],4.87,,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,14.194,12.603,0
TOI-270 d,TOI-270,1,1,3,Transit,2019,11.379573,0.0721,2.133,0.19,4.78,0.01504,Mass,0.032,,387.0,M,3506.0,0.38,0.39,-0.2,[Fe/H],4.87,,04h33m39.86s,68.4160804,-51d57m26.62s,-51.9573937,22.4793,14.194,12.603,0
TOI-277 b,TOI-277,1,1,1,Transit,2022,3.994,0.0269,2.65,0.236,,,,,,,,4031.0,0.36,0.16,-0.01,[Fe/H],4.58,,01h16m18.41s,19.0766985,-20d57m11.80s,-20.9532772,64.6692,15.104,13.632,0
TOI-2796 b,TOI-2796,1,1,1,Transit,2023,4.8084983,0.0569,17.262,1.54,139.8445,0.44,Mass,0.0,352.0,1205.0,,5764.0,1.07,1.06,0.239,[Fe/H],4.4,4.0,05h36m36.65s,84.1527191,+00d53m46.60s,0.8962788,350.343,13.186,12.475,0
TOI-2803 A b,TOI-2803 A,1,2,1,Transit,2023,1.96229325,0.03185,18.114,1.616,309.8827,0.975,Mass,0.0,2150.0,1893.0,,6280.0,1.25,1.12,-0.105,[Fe/H],4.3,3.7,06h12m27.54s,93.1147397,-23d29m32.98s,-23.4924956,494.818,13.022,12.537,0
TOI-2818 b,TOI-2818,1,1,1,Transit,2023,4.039709,0.0493,15.278,1.363,225.65817,0.71,Mass,0.0,598.0,1376.0,,5721.0,1.23,0.98,-0.02,[Fe/H],4.25,9.5,07h56m14.36s,119.0598183,-35d07m00.16s,-35.1167104,312.674,12.639,11.937,0
TOI-2842 b,TOI-2842,1,1,1,Transit,2023,3.5514058,0.0475,12.845,1.146,117.59651,0.37,Mass,0.0,781.8,1471.0,,5910.0,1.26,1.14,0.233,[Fe/H],4.29,4.7,07h12m10.61s,108.0442066,-10d38m21.62s,-10.63934,460.995,13.253,12.59,0
TOI-2977 b,TOI-2977,1,1,1,Transit,2023,2.3505614,0.03386,13.159,1.174,533.95172,1.68,Mass,0.0,947.8,1544.0,,5691.0,1.07,0.94,0.013,[Fe/H],4.35,9.8,09h35m42.36s,143.9265177,-60d21m26.91s,-60.3574758,,,12.6334,0
TOI-3023 b,TOI-3023,1,1,1,Transit,2023,3.9014971,0.0505,16.432,1.466,197.05361,0.62,Mass,0.0,1084.0,1596.0,,5760.0,1.67,1.12,0.085,[Fe/H],4.05,7.0,11h01m15.80s,165.3158231,-72d21m24.14s,-72.3567044,389.916,13.068,12.252,0
TOI-3082 b,TOI-3082,1,1,1,Transit,2023,1.926907,,3.662,0.327,,,,,,1033.0,,4263.0,0.68,0.66,0.17,[m/H],4.62,,13h03m37.94s,195.9080719,-19d13m08.34s,-19.2189845,113.048,14.294,12.934,0
TOI-3235 b,TOI-3235,1,1,1,Transit,2023,2.59261842,0.02709,11.4,1.017,211.35589,0.665,Mass,0.029,,604.0,M V,3388.8,0.37,0.39,0.264,[Fe/H],4.9,,13h49m53.72s,207.4738488,-46d03m59.45s,-46.0665139,72.811,16.887,15.16,0
TOI-332 b,TOI-332,1,1,1,Transit,2023,0.777038,0.0159,3.2,0.285,57.2,0.17997,Mass,0.0,,1871.0,K0 V,5251.0,0.87,0.88,0.256,[Fe/H],4.46,5.0,23h12m14.15s,348.0589516,-44d52m35.35s,-44.8764852,222.852,13.097,12.349,0
TOI-3331 A b,TOI-3331 A,1,2,1,Transit,2022,2.0180231,0.03144,12.98,1.158,721.47048,2.27,Mass,0.0,818.5,1488.0,,5609.0,0.95,1.02,0.148,[Fe/H],4.49,2.1,18h05m17.80s,271.3241672,-34d06m25.82s,-34.107171,217.193,12.698,11.635,0
TOI-3362 b,TOI-3362,1,1,1,Transit,2021,18.09547,0.153,12.801,1.142,1598.35906,5.029,Mass,0.815,,,,6532.0,1.83,1.45,0.017,[M/H],4.07,2.14,10h23m56.19s,155.9841428,-56d50m35.22s,-56.8431169,366.987,11.243,10.86,0
TOI-3364 b,TOI-3364,1,1,1,Transit,2023,5.8768918,0.0675,12.229,1.091,530.77344,1.67,Mass,0.0,425.0,1264.0,,5706.0,1.42,1.19,0.387,[Fe/H],4.21,5.4,09h38m09.07s,144.5377709,-49d20m06.80s,-49.3352226,277.899,12.332,11.875,0
TOI-3540 A b,TOI-3540 A,1,2,1,Transit,2022,3.119999,0.04289,23.539,2.1,375.03752,1.18,Mass,0.0,841.3,1498.0,,5810.0,1.23,1.08,0.176,[Fe/H],4.29,6.0,21h55m38.73s,328.9113712,+28d10m46.20s,28.1794996,,12.065,11.514,0
TOI-3629 b,TOI-3629,1,1,1,Transit,2022,3.936551,0.043,8.295,0.74,82.63539,0.26,Mass,0.05,39.0,690.0,M1,3870.0,0.6,0.63,0.4,[Fe/H],4.67,7.0,23h59m10.41s,359.7933851,+39d18m51.32s,39.3142556,130.091,16.093,14.639,0
TOI-3688 A b,TOI-3688 A,1,2,1,Transit,2023,3.246075,0.0456,13.081,1.167,311.47184,0.98,Mass,0.0,924.3,1534.0,,5950.0,1.3,1.2,0.262,[Fe/H],4.29,3.3,02h37m07.76s,39.2823371,+54d51m04.37s,54.8512152,396.378,12.921,12.241,0
TOI-3693 b,TOI-3693,1,1,1,Transit,2022,9.088516,0.0813,12.599,1.124,324.18498,1.02,Mass,0.0,68.6,801.0,,5321.0,0.79,0.87,0.071,[Fe/H],4.58,3.0,01h02m37.05s,15.6543938,+51d18m14.01s,51.3038918,176.436,12.629,11.948,0
TOI-3714 b,TOI-3714,1,2,1,Transit,2022,2.154849,0.027,11.321,1.01,222.47988,0.7,Mass,0.03,54.0,750.0,M2,3660.0,0.51,0.53,0.1,[Fe/H],4.75,2.9,04h38m12.56s,69.5523415,+39d27m28.81s,39.4580035,112.71,16.856,15.7,0
TOI-3757 b,TOI-3757,1,1,1,Transit,2022,3.438753,0.03845,12.0,1.071,85.3,0.26838,Mass,0.14,55.4,759.0,M0 V,3913.0,0.62,0.64,0.0,[Fe/H],4.68,7.1,06h04m00.87s,91.0036423,+55d01m11.93s,55.0199793,181.139,16.228,14.812,0
TOI-3785 b,TOI-3785,1,1,1,Transit,2023,4.6747373,0.043,5.14,0.459,14.95,0.04704,Mass,0.11,19.1,582.0,M2 V,3576.0,0.5,0.52,0.099,[Fe/H],4.75,8.0,08h43m36.05s,130.9002258,+63d04m41.08s,63.0780768,79.7634,16.185,14.595,0
TOI-3807 b,TOI-3807,1,1,1,Transit,2023,2.8989727,0.0421,18.495,1.65,330.54154,1.04,Mass,0.0,1230.0,1646.0,,5772.0,1.47,1.18,0.278,[Fe/H],4.17,5.6,09h16m27.02s,139.1125648,+69d04m26.86s,69.0741284,421.745,12.757,11.856,0
TOI-3819 b,TOI-3819,1,1,1,Transit,2023,3.2443141,0.04611,13.137,1.172,352.78953,1.11,Mass,0.0,1186.0,1633.0,,5859.0,1.54,1.24,0.273,[Fe/H],4.16,4.5,08h07m27.18s,121.8632568,+29d23m19.12s,29.3886446,558.141,13.18,12.542,0
TOI-3884 b,TOI-3884,1,1,1,Transit,2022,4.5445697,0.0354,6.0,0.535,16.5,0.05191,Mass,0.32,7.42,463.0,M4,3269.0,0.3,0.28,0.23,[Fe/H],4.92,,12h06m17.24s,181.5718341,+12d30m25.29s,12.5070258,43.1448,17.462,15.744,0
TOI-3912 b,TOI-3912,1,1,1,Transit,2023,3.4936264,0.0463,14.28,1.274,129.03833,0.406,Mass,0.0,872.2,1512.0,,5725.0,1.39,1.09,0.187,[Fe/H],4.19,7.5,14h23m12.36s,215.8014956,+24d04m35.63s,24.0765639,465.992,13.009,12.507,0
TOI-3976 A b,TOI-3976 A,1,2,1,Transit,2023,6.607662,0.0743,12.274,1.095,55.61997,0.175,Mass,0.0,469.0,1295.0,,5975.0,1.5,1.25,0.182,[Fe/H],4.18,3.8,14h57m25.44s,224.3560083,+44d16m27.56s,44.2743223,516.087,12.988,12.403,0
TOI-3984 A b,TOI-3984 A,1,2,1,Transit,2023,4.353326,0.041,7.9,0.71,44.0,0.14,Mass,0.23,16.7,563.0,M4+/-0.5,3476.0,0.47,0.49,0.18,[Fe/H],4.81,2.9,15h05m20.92s,226.3371468,+36d47m13.11s,36.7869747,108.883,17.14,15.694,0
TOI-4010 b,TOI-4010,1,1,4,Transit,2023,1.348335,0.0229,3.02,0.269,11.0,0.03461,Mass,0.03,714.0,1441.0,K V,4960.0,0.83,0.88,0.37,[Fe/H],4.54,6.1,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,13.381,12.291,0
TOI-4010 c,TOI-4010,1,1,4,Transit,2023,5.414654,0.058,5.93,0.529,20.31,0.0639,Mass,0.03,112.0,907.0,K V,4960.0,0.83,0.88,0.37,[Fe/H],4.54,6.1,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,13.381,12.291,0
TOI-4010 d,TOI-4010,1,1,4,Transit,2023,14.70886,0.113,6.18,0.551,38.15,0.12003,Mass,0.07,30.0,650.0,K V,4960.0,0.83,0.88,0.37,[Fe/H],4.54,6.1,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,13.381,12.291,0
TOI-4010 e,TOI-4010,1,1,4,Radial Velocity,2023,762.0,1.57,,,692.0,2.17728,Msini,0.26,0.15,174.0,K V,4960.0,0.83,0.88,0.37,[Fe/H],4.54,6.1,01h20m51.56s,20.2148196,+66d04m19.92s,66.0722009,177.504,13.381,12.291,0
TOI-4087 b,TOI-4087,1,1,1,Transit,2023,3.1774835,0.04469,13.047,1.164,232.01474,0.73,Mass,0.0,753.9,1458.0,,6060.0,1.11,1.18,0.237,[Fe/H],4.42,0.8,14h31m42.19s,217.9257785,+83d22m21.74s,83.3727061,301.676,12.442,12.107,0
TOI-411 b,HD 22946,1,1,3,Transit,2022,4.040295,0.05727,1.362,0.122,13.71,0.04314,Mass,,495.14,1241.0,,6169.0,1.12,1.1,-0.08,[Fe/H],4.47,2.5,03h39m16.69s,54.819538,-42d45m46.90s,-42.7630276,62.7792,8.792,8.270001,0
TOI-411 c,HD 22946,1,1,3,Transit,2022,9.573083,0.1017,2.328,0.208,9.72,0.03058,Mass,,156.75,931.0,,6169.0,1.12,1.1,-0.08,[Fe/H],4.47,2.5,03h39m16.69s,54.819538,-42d45m46.90s,-42.7630276,62.7792,8.792,8.270001,0
TOI-4127 b,TOI-4127,1,1,1,Transit,2023,56.39879,0.3081,12.285,1.096,731.00534,2.3,Mass,0.7471,22.3,605.0,F V,6096.0,1.29,1.23,0.14,[Fe/H],4.26,4.8,07h01m37.09s,105.4045516,+72d24m53.75s,72.4149297,319.632,12.02,11.441,0
TOI-4137 b,TOI-4137,1,1,1,Transit,2022,3.8016122,0.05222,13.574,1.211,457.67291,1.44,Mass,0.0,1013.0,1570.0,,6202.0,1.44,1.31,0.182,[Fe/H],4.24,2.1,05h10m27.09s,77.612879,+70d23m27.88s,70.391079,334.993,12.065,11.31,0
TOI-4145 A b,TOI-4145 A,1,2,1,Transit,2023,4.0664428,0.04823,13.305,1.187,136.66622,0.43,Mass,0.0,223.0,1074.0,,5281.0,0.86,0.91,0.168,[Fe/H],4.53,4.7,02h37m43.14s,39.4297435,+80d16m02.58s,80.2673838,205.387,12.939,12.084,0
TOI-4184 b,TOI-4184,1,1,1,Transit,2023,4.9019804,0.0336,2.43,0.217,,,,,4.8,412.0,M5.5+/-0.5,3238.0,0.23,0.21,-0.27,[Fe/H],5.01,6.7,02h55m18.83s,43.8284749,-79d24m52.93s,-79.4147039,69.3649,,17.12,0
TOI-4201 b,TOI-4201,1,1,1,Transit,2023,3.5819194,0.04,13.675,1.22,788.21445,2.48,Mass,0.041,45.2,725.0,M1.0+/-0.5,3794.0,0.63,0.61,0.52,[Fe/H],4.64,1.4,06h01m53.93s,90.4747237,-13d27m40.94s,-13.461371,189.011,16.696,15.163,0
TOI-421 b,TOI-421,1,2,2,Transit,2020,5.19672,0.056,2.68,0.239,7.17,0.02256,Mass,0.163,154.57,981.0,G9 V,5325.0,0.87,0.85,-0.02,[Fe/H],4.49,9.4,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,10.735,9.931,0
TOI-421 c,TOI-421,1,2,2,Transit,2020,16.06819,0.1189,5.09,0.454,16.42,0.05166,Mass,0.152,34.32,674.0,G9 V,5325.0,0.87,0.85,-0.02,[Fe/H],4.49,9.4,05h27m24.79s,81.8532824,-14d16m36.27s,-14.2767404,74.7969,10.735,9.931,0
TOI-4308 b,TOI-4308,1,1,1,Transit,2023,9.151201,,2.419,0.216,,,,,,763.0,,5243.0,0.79,0.9,,,4.59,,21h51m00.74s,327.7530693,-43d33m44.51s,-43.5623642,108.932,11.864,11.251,0
TOI-431 b,TOI-431,1,1,3,Transit,2021,0.490047,0.0113,1.28,0.114,3.07,0.00966,Mass,0.0,,1862.0,,4850.0,0.73,0.78,0.2,[Fe/H],4.6,,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,10.104,9.12,0
TOI-431 c,TOI-431,1,1,3,Radial Velocity,2021,4.8494,0.052,,,2.83,0.0089,Msini,0.0,,867.0,,4850.0,0.73,0.78,0.2,[Fe/H],4.6,,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,10.104,9.12,0
TOI-431 d,TOI-431,1,1,3,Transit,2021,12.46103,0.098,3.29,0.294,9.9,0.03115,Mass,0.0,,633.0,,4850.0,0.73,0.78,0.2,[Fe/H],4.6,,05h33m04.62s,83.2692502,-26d43m25.93s,-26.7238698,32.5686,10.104,9.12,0
TOI-4329 b,TOI-4329,1,1,1,Transit,2022,2.9223,,16.813,1.5,143.02278,0.45,Mass,0.068,,,,6000.0,2.31,1.54,0.29,[Fe/H],3.9,2.39,21h58m15.34s,329.5639152,+71d07m53.78s,71.1316048,717.128,13.574,12.724,0
TOI-4342 b,TOI-4342,1,1,2,Transit,2023,5.5382498,0.05251,2.266,0.202,,,,,26.9,634.0,M0 V,3901.0,0.6,0.63,,,4.69,,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204,14.055,12.669,0
TOI-4342 c,TOI-4342,1,1,2,Transit,2023,10.688716,0.0814,2.415,0.215,,,,,11.18,509.0,M0 V,3901.0,0.6,0.63,,,4.69,,21h37m33.46s,324.3894196,-77d58m44.93s,-77.9791468,61.5204,14.055,12.669,0
TOI-4377 b,TOI-4377,1,1,1,Transit,2023,4.378081,0.0579,15.11,1.348,304.16179,0.957,Mass,0.045,,,,4974.0,3.52,1.36,0.205,[Fe/H],3.39,3.88,10h59m43.79s,164.9324709,-82d13m16.86s,-82.2213501,455.82,13.245,11.707,0
TOI-4406 b,TOI-4406,1,1,1,Transit,2023,30.08364,0.201,11.209,1.0,95.34852,0.3,Mass,0.15,,904.0,,6219.0,1.29,1.19,0.1,[Fe/H],4.29,2.9,01h12m11.64s,18.0485164,-56d55m31.40s,-56.9253875,261.834,11.613,10.937,0
TOI-444 b,TOI-444,1,1,1,Transit,2023,17.9636,0.133,2.77,0.247,,,,,,609.0,K1/2 V,5225.0,0.78,0.96,0.08,[Fe/H],4.64,0.57,04h16m44.16s,64.1839982,-26d45m59.07s,-26.7664071,57.3973,10.697,9.86,0
TOI-4463 A b,TOI-4463 A,1,2,1,Transit,2023,2.8807198,0.04036,13.26,1.183,252.35576,0.794,Mass,0.0,633.0,1395.0,,5640.0,1.06,1.06,0.25,[Fe/H],4.41,4.1,18h37m25.95s,279.3581286,+18d43m47.83s,18.7299522,173.117,11.646,11.036,0
TOI-4479 b,TOI-4479,1,1,1,Transit,2022,1.1589,0.0164,2.82,0.252,,,,,92.5,861.0,M3.0,3400.0,0.45,0.45,0.0,[Fe/H],4.5,,21h04m23.27s,316.0969388,+24d39m13.23s,24.6536739,80.6532,,15.18,0
TOI-451 b,TOI-451,1,2,3,Transit,2020,1.858703,0.0283,1.91,0.17,,,,0.0,,1491.0,,5550.0,0.88,0.95,,,,0.12,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,11.637,10.939,0
TOI-451 c,TOI-451,1,2,3,Transit,2020,9.192522,0.0823,3.1,0.277,,,,0.0,,875.0,,5550.0,0.88,0.95,,,,0.12,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,11.637,10.939,0
TOI-451 d,TOI-451,1,2,3,Transit,2020,16.364988,0.1208,4.07,0.363,,,,0.0,,722.0,,5550.0,0.88,0.95,,,,0.12,04h11m51.93s,62.966385,-37d56m23.03s,-37.93973,123.739,11.637,10.939,0
TOI-4551 b,TOI-4551,1,1,1,Transit,2023,9.95581,0.0994,11.859,1.058,473.56433,1.49,Mass,0.101,,,,4896.0,3.55,1.31,0.23,[Fe/H],3.48,4.92,12h19m54.90s,184.9787579,-25d49m40.27s,-25.8278531,215.986,10.983,9.973,0
TOI-4562 b,TOI-4562,1,1,1,Transit,2023,225.11781,0.768,12.53,1.118,732.0,2.3,Mass,0.76,,318.0,F7 V,6096.0,1.15,1.19,0.08,[M/H],4.39,0.7,07h28m02.41s,112.0100593,-63d31m04.00s,-63.5177788,339.605,12.694,12.14,0
TOI-4582 b,TOI-4582,1,1,1,Transit,2023,31.034,,10.536,0.94,168.44906,0.53,Mass,0.51,,,,5190.0,2.5,1.34,0.17,[Fe/H],3.77,,17h07m26.43s,256.8601374,+68d51m56.25s,68.8656263,383.846,12.032,11.27,0
TOI-4600 b,TOI-4600,1,1,2,Transit,2023,82.6869,0.349,6.8,0.607,959.84179,3.02,Mass,0.25,,347.0,K V,5170.0,0.81,0.89,0.16,[Fe/H],4.57,2.3,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.056,13.487,12.577,0
TOI-4600 c,TOI-4600,1,1,2,Transit,2023,482.8191,1.152,9.42,0.841,2946.26933,9.27,Mass,0.21,,191.0,K V,5170.0,0.81,0.89,0.16,[Fe/H],4.57,2.3,17h13m48.09s,258.4503674,+64d33m58.22s,64.5661727,216.056,13.487,12.577,0
TOI-4603 b,TOI-4603,1,1,1,Transit,2023,7.24599,0.0888,11.68,1.042,4096.80817,12.89,Mass,0.325,1192.0,1677.0,F,6264.0,2.74,1.76,0.342,[Fe/H],3.81,1.64,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.643,9.827,9.24,0
TOI-4641 b,TOI-4641,1,1,1,Transit,2023,22.09341,0.173,8.183,0.73,1229.99594,3.87,Mass,0.074,,,,6560.0,1.72,1.41,-0.09,[m/H],4.11,2.69,02h50m13.97s,42.5582023,+25d20m00.72s,25.3335334,86.3501,7.895,7.51,0
TOI-470 b,TOI-470,1,1,1,Transit,2023,12.19148,0.119,4.34,0.387,,,,,,660.0,G,5190.0,0.83,0.87,0.1,[Fe/H],4.54,1.4,06h16m02.38s,94.0099043,-25d01m53.08s,-25.0314111,130.46,12.247,11.171,0
TOI-4791 b,TOI-4791,1,1,1,Transit,2023,4.28088,0.0555,12.442,1.11,734.18362,2.31,Mass,0.0,783.2,1472.0,,6058.0,1.41,1.24,0.207,[Fe/H],4.23,3.3,07h17m33.21s,109.3883818,-19d49m44.18s,-19.8289392,328.802,11.845,11.541,0
TOI-481 b,TOI-481,1,1,1,Transit,2020,10.33111,0.097,11.097,0.99,486.2799,1.53,Mass,0.153,,1370.0,G,5735.0,1.66,1.14,0.26,[Fe/H],4.06,6.7,07h22m03.04s,110.5126861,-57d23m05.99s,-57.384998,179.366,10.755,9.972,0
TOI-4860 b,TOI-4860,1,1,1,Transit,2023,1.52275959,0.01845,8.474,0.756,212.94503,0.67,Mass,0.15,,624.0,M4.5+/-0.5,3390.0,0.35,0.34,0.3,[Fe/H],4.88,4.5,12h14m15.35s,183.563961,-13d10m29.43s,-13.1748411,80.1423,,16.47,0
TOI-500 b,TOI-500,1,1,4,Transit,2022,0.548177,0.01189,1.166,0.104,1.42,0.00447,Mass,0.063,1138.0,1617.0,K6 V,4440.0,0.68,0.74,0.12,[Fe/H],4.62,5.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,11.668,10.54,0
TOI-500 c,TOI-500,1,1,4,Radial Velocity,2022,6.6356,,,,5.03,0.01583,Msini,0.072,,,K6 V,4440.0,0.68,0.74,0.12,[Fe/H],4.62,5.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,11.668,10.54,0
TOI-500 d,TOI-500,1,1,4,Radial Velocity,2022,26.233,,,,33.12,0.10421,Msini,0.016,,,K6 V,4440.0,0.68,0.74,0.12,[Fe/H],4.62,5.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,11.668,10.54,0
TOI-500 e,TOI-500,1,1,4,Radial Velocity,2022,61.3,,,,15.05,0.04735,Msini,0.073,,,K6 V,4440.0,0.68,0.74,0.12,[Fe/H],4.62,5.0,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,11.668,10.54,0
TOI-5126 b,TOI-5126,1,1,2,Transit,2023,5.4588385,0.06519,4.74,0.423,,,,0.0,467.0,1442.0,F V,6150.0,1.24,1.24,0.18,[Fe/H],4.22,0.8,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.414,10.693,10.141,0
TOI-5126 c,TOI-5126,1,1,2,Transit,2023,17.8999,0.1439,3.86,0.344,,,,0.0,96.0,971.0,F V,6150.0,1.24,1.24,0.18,[Fe/H],4.22,0.8,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.414,10.693,10.141,0
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,20.33003,0.158,11.882,1.06,1036.12061,3.26,Mass,0.091,,906.0,F8 V,6300.0,1.4,1.24,0.12,[Fe/H],4.3,5.4,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.484,12.459,11.932,0
TOI-5174 b,TOI-5174,1,1,1,Transit,2022,12.214286,,5.351,0.477,,,,,,,,5643.77,1.09,1.0,0.415,[M/H],4.36,,11h36m26.28s,174.1094967,-02d01m24.06s,-2.0233506,197.243,14.11,11.583,0
TOI-519 b,TOI-519,1,1,1,Transit,2021,1.2652328,0.0159,11.545,1.03,147.15455,0.463,Mass,0.33,,687.0,M V,3322.0,0.35,0.34,0.27,[Fe/H],4.87,5.4,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.557,17.869,17.35,0
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,1.630757,0.0199,11.6,1.03,343.0,1.08,Mass,0.02,49.0,737.0,M4.0,3430.0,0.39,0.39,0.0,[Fe/H],4.84,,20h55m04.96s,313.7706819,+24d21m39.52s,24.360977,86.4493,16.63,15.899,0
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,4.872171,,5.22,0.466,,,,,,,,5631.0,1.02,1.0,,,4.42,,14h53m26.13s,223.3588909,+68d51m34.10s,68.859472,290.646,12.598,12.214,0
TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,2.930289,0.034,11.9,1.06,170.4,0.54,Mass,0.38,34.6,675.0,M3+/-1,3586.0,0.52,0.54,-0.03,[Fe/H],4.77,2.9,23h43m18.88s,355.828682,-02d02m42.34s,-2.0450945,162.229,17.299,16.19,0
TOI-530 b,TOI-530,1,1,1,Transit,2021,6.387597,0.052,9.303,0.83,127.13136,0.4,Mass,0.0,,565.0,M0.5 V,3659.0,0.54,0.53,0.376,[Fe/H],4.7,,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.762,16.708,15.403,0
TOI-532 b,TOI-532,1,1,1,Transit,2021,2.3266508,0.0296,5.82,0.519,61.5,0.1935,Mass,0.0,94.1,867.0,,3927.0,0.61,0.64,0.338,[Fe/H],4.67,7.1,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.047,15.856,14.413,0
TOI-5344 b,TOI-5344,1,1,1,Transit,2023,3.792622,0.04041,10.604,0.946,130.9453,0.412,Mass,0.054,38.0,689.0,,3747.0,0.59,0.61,0.425,[Fe/H],4.69,10.9,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,138.367,16.88,15.402,0
TOI-5398 b,TOI-5398,1,1,2,Transit,2022,10.590547,0.098,10.3,0.919,58.7,0.18469,Mass,0.13,,947.0,G V,6000.0,1.05,1.15,0.09,[Fe/H],4.44,0.65,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.855,10.694,10.059,0
